user_id,day_type,is_weekday,work_hours,screen_time_hours,meetings_count,breaks_taken,after_hours_work,sleep_hours,task_completion_rate,work_intensity_ratio,meeting_burden,break_adequacy,screen_time_per_meeting,workload_pressure,high_workload_flag,sleep_deficit,recovery_index,fatigue_risk,health_risk_score,poor_recovery_flag,task_efficiency,work_hours_productivity,work_life_balance_score,burnout_score,burnout_score_normalized,burnout_risk,high_burnout_risk_flag,medium_high_burnout_risk_flag,after_hours_work_hours_est
40,Weekday,1,6.86,10.67,3,1,0,8.14,40,1.53,0.43,0.14,3.44,7.61,1,-0.14,-1.53,-1.54,0,0,5.75,2170.67,45.61,97.46,67.15,Medium,0,1,0
41,Weekday,1,9.7,12.8,4,4,1,6.74,82.8,1.31,0.41,0.41,3.12,11.7,1,1.26,-2.06,2.69,33.2,0,8.45,2925.6,39.75,30.28,19.64,Low,0,0,0.97
41,Weekend,0,6.03,7.76,1,4,0,7.15,76.2,1.27,0.16,0.65,7.05,6.28,0,0.85,3.39,-2.97,4.25,0,12.43,4556.76,77.5,36.45,24.01,Low,0,0,0
41,Weekday,1,8.77,10.9,5,2,0,10.09,66.5,1.23,0.56,0.23,2.14,10.02,1,-2.09,1.19,-4.23,0,0,7.5,2761.97,64.6,50.36,33.84,Low,0,0,0
41,Weekday,1,8.76,10.32,1,5,1,7.99,58.4,1.16,0.11,0.56,9.38,10.01,0,0.01,2.67,-1.66,0.05,0,6.59,2429.44,64.89,62.34,42.31,Low,0,0,0.88
41,Weekend,0,5.38,7.91,1,1,1,6.82,50.6,1.44,0.18,0.18,7.19,6.63,0,1.18,-0.09,-2.32,5.9,0,9.23,3245.15,21.63,72.38,49.41,Medium,0,1,0.54
41,Weekday,1,7.4,10.03,1,3,0,7.77,49.2,1.34,0.13,0.4,9.12,7.65,0,0.23,0.74,-1.62,1.15,0,6.56,2492.8,64.68,79.17,54.21,Medium,0,1,0
41,Weekday,1,9.58,11.26,2,2,0,10.8,40.9,1.16,0.21,0.21,5.36,10.08,0,-2.8,1.54,-4.94,0,0,4.23,1477.85,66.68,90.61,62.3,Medium,0,1,0
41,Weekday,1,6.62,8.76,1,1,0,7.25,44.6,1.3,0.15,0.15,7.96,6.87,0,0.75,-0.51,-2.12,3.75,0,6.64,2491.65,39.89,95.34,65.65,Medium,0,1,0
41,Weekend,0,3.76,6.4,1,3,0,8.64,47.5,1.66,0.26,0.78,5.82,4.01,0,-0.64,5.24,-6.56,0,0,12.31,3559.33,85.76,93.89,64.62,Medium,0,1,0
41,Weekend,0,3.1,6.3,1,1,0,7.07,40,1.97,0.31,0.31,5.73,3.35,0,0.93,1.77,-4.31,4.65,0,12.5,3173.33,52.63,98.17,67.65,Medium,0,1,0
42,Weekday,1,7.55,11.09,0,2,1,6.77,90.4,1.45,0,0.26,110.9,8.55,0,1.23,-2.32,0.94,15.5,0,11.82,4489.87,24.58,21.29,13.29,Low,0,0,0.76
42,Weekend,0,3,4.62,1,1,0,8.78,78,1.49,0.32,0.32,4.2,3.25,0,-0.78,5.16,-8.55,0,0,25.16,6240,65.85,25.26,16.09,Low,0,0,0
42,Weekday,1,8.36,12.08,1,1,0,6.07,66.8,1.43,0.12,0.12,10.98,8.61,0,1.93,-5.01,2.97,39.4,0,7.9,2957.01,24.09,39.18,25.94,Low,0,0,0
42,Weekday,1,8.1,9.64,1,5,0,6.94,80.8,1.18,0.12,0.61,8.76,8.35,0,1.06,2.3,-0.77,5.3,0,9.85,3716.8,79.65,39.19,25.94,Low,0,0,0
42,Weekend,0,5.12,8.95,1,2,0,6.65,63.1,1.71,0.19,0.38,8.14,5.37,0,1.35,-0.3,-1.03,6.75,0,12.09,4156.19,53.4,50.34,33.83,Low,0,0,0
42,Weekday,1,8.97,12.25,1,1,0,6.38,49.9,1.35,0.11,0.11,11.14,9.22,0,1.62,-4.87,2.68,34.9,0,5.5,2005.98,23.97,65.5,44.55,Low,0,0,0
42,Weekend,0,3.26,6.96,1,5,0,8.47,65.8,2.07,0.3,1.49,6.33,3.51,0,-0.47,6.51,-5.75,0,0,19.58,5149.95,100,57.88,39.16,Low,0,0,0
42,Weekend,0,5.44,7.09,0,4,0,5.48,55.4,1.28,0,0.72,70.9,5.44,0,2.52,2.39,-1.13,12.6,0,10,3530.83,67.34,64.71,43.99,Low,0,0,0
42,Weekday,1,5.36,9.3,2,5,1,7.34,65.9,1.7,0.37,0.92,4.43,6.86,0,0.66,3.04,-1.71,3.3,0,12.07,4235.17,73.61,65.68,44.68,Low,0,0,0.54
42,Weekend,0,6.35,9.66,2,3,0,6.32,53.3,1.5,0.31,0.47,4.6,6.85,0,1.68,-0.34,0.18,10.2,0,8.26,3073.63,58,76.75,52.5,Medium,0,1,0
43,Weekend,0,5.29,6.91,1,3,1,7.53,88.3,1.28,0.19,0.56,6.28,6.54,0,0.47,3.62,-4.38,2.35,0,16.38,5715.95,51.32,13.86,8.03,Low,0,0,0.53
43,Weekday,1,9.19,11.4,2,3,0,8.24,93.5,1.23,0.22,0.32,5.43,9.69,0,-0.24,-0.16,-0.96,0,0,10.06,3621.57,61.04,18.1,11.03,Low,0,0,0
43,Weekday,1,7.58,9.85,1,1,1,6.32,79,1.28,0.13,0.13,8.95,8.83,0,1.68,-2.53,0.37,12.1,0,10.29,3907.87,9.08,31.17,20.27,Low,0,0,0.76
43,Weekend,0,3.18,6.84,0,2,1,5.1,85.1,2.09,0,0.61,68.4,4.18,0,2.9,0.26,-0.81,14.5,0,25.95,6705.88,29.53,31.46,20.48,Low,0,0,0.32
43,Weekday,1,8.15,11.49,2,3,1,8.82,76.9,1.39,0.24,0.36,5.47,9.65,0,-0.82,0.33,-1.74,0,0,9.32,3511.77,49.55,41.46,27.55,Low,0,0,0.82
43,Weekend,0,6.98,9.24,2,4,1,7.26,63,1.31,0.28,0.56,4.4,8.48,0,0.74,2.02,-1.65,3.7,0,8.9,3368.4,54.53,52.58,35.41,Low,0,0,0.7
43,Weekday,1,9.34,13.14,4,4,0,6.86,51.1,1.39,0.42,0.42,3.2,10.34,1,1.14,-2.28,2.85,34.2,0,5.41,1928.17,62.09,65.87,44.81,Low,0,0,0
43,Weekend,0,5.49,8.91,2,3,0,6.33,66.3,1.59,0.36,0.54,4.24,5.99,0,1.67,0.42,-0.59,8.35,0,11.86,4203.42,61.51,63.55,43.17,Low,0,0,0
43,Weekday,1,8.46,11.05,6,1,0,6.68,55.8,1.29,0.7,0.12,1.81,9.96,1,1.32,-3.37,1.03,16.9,0,6.52,2432.88,28.26,77.13,52.77,Medium,0,1,0
43,Weekday,1,8.03,11.29,0,1,0,7.09,45.6,1.39,0,0.12,112.9,8.03,0,0.91,-3.2,0.65,11.1,0,5.61,2118.88,33.06,86.9,59.68,Medium,0,1,0
44,Weekend,0,3.97,6.18,1,3,1,7.98,94.3,1.52,0.25,0.74,5.62,5.22,0,0.02,4.8,-5.79,0.1,0,23.17,6934.19,59.97,10.29,5.51,Low,0,0,0.4
44,Weekend,0,4.1,7.43,1,1,1,6.72,90.6,1.77,0.24,0.24,6.75,5.35,0,1.28,0.29,-2.65,6.4,0,21.57,6583.6,26,16.54,9.93,Low,0,0,0.41
44,Weekend,0,5.22,7.13,1,4,0,7.87,86.7,1.34,0.19,0.75,6.48,5.47,0,0.13,4.74,-4.68,0.65,0,16.3,5652.84,86.15,19.66,12.13,Low,0,0,0
44,Weekend,0,3.98,6.08,1,5,0,7.82,83.3,1.49,0.25,1.23,5.53,4.23,0,0.18,6.74,-5.65,0.9,0,20.42,6119.77,100,20.45,12.69,Low,0,0,0
44,Weekend,0,3.13,4.72,1,2,1,6.15,90.7,1.46,0.31,0.62,4.29,4.38,0,1.85,3.43,-4.51,9.25,0,28.08,7177.39,37.61,20,12.37,Low,0,0,0.31
44,Weekday,1,7.58,11.07,1,1,1,7.5,77.2,1.44,0.13,0.13,10.06,8.83,0,0.5,-2.57,-0.18,2.5,0,10.05,3818.83,17.93,34.62,22.71,Low,0,0,0.76
44,Weekday,1,9.28,12.74,4,3,0,5.95,62.6,1.36,0.43,0.32,3.11,10.28,1,2.05,-3.79,3.81,48.4,1,6.67,2387.15,43.5,52.47,35.33,Low,0,0,0
44,Weekday,1,9.12,12.18,3,3,1,6.12,53.5,1.32,0.33,0.33,3.93,10.87,1,1.88,-3.06,3,39.4,0,5.8,2097.2,25.42,68.78,46.87,Low,0,0,0.91
44,Weekend,0,4.38,7.96,4,5,0,6.97,50.8,1.78,0.89,1.12,1.94,5.38,0,1.03,4.01,-2.5,5.15,0,11.34,3596.64,94.76,73.27,50.04,Medium,0,1,0
44,Weekend,0,4.37,7.12,0,3,0,5.9,62,1.59,0,0.67,71.2,4.37,0,2.1,1.78,-1.73,10.5,0,13.87,4393.73,62.77,70.7,48.23,Medium,0,1,0
45,Weekday,1,10.59,13.19,7,2,0,4.76,83.4,1.23,0.65,0.19,1.86,12.34,1,3.24,-6.43,6.05,76.7,1,7.8,2451.96,17.34,25.87,16.53,Low,0,0,0
45,Weekend,0,4.43,6.24,1,3,1,7.53,68.8,1.38,0.22,0.66,5.67,5.68,0,0.47,4.29,-5.06,2.35,0,15.19,4848.11,54.76,33.36,21.82,Low,0,0,0.44
45,Weekday,1,7.17,9.33,3,2,0,7.57,79,1.28,0.41,0.28,3.01,7.92,1,0.43,0.24,-2.03,2.15,0,10.87,4123.8,52.1,33.14,21.67,Low,0,0,0
45,Weekday,1,7.63,9.96,7,1,0,7.02,73.3,1.29,0.91,0.13,1.4,9.38,1,0.98,-1.94,-0.57,4.9,0,9.48,3601.47,34.13,41.72,27.73,Low,0,0,0
45,Weekday,1,11.07,14.66,4,3,1,7.03,67.8,1.31,0.36,0.27,3.58,13.07,1,0.97,-4.63,4.12,46,0,6.07,1776.36,24.44,52.59,35.42,Low,0,0,1.11
45,Weekend,0,4.33,7.81,1,4,0,7.06,51.2,1.76,0.23,0.9,7.1,4.58,0,0.94,3.25,-2.78,4.7,0,11.56,3642.03,83.63,60.13,40.75,Low,0,0,0
45,Weekend,0,5.38,9.08,1,4,1,8.07,63.4,1.66,0.18,0.73,8.25,6.63,0,-0.07,2.99,-3.03,0,0,11.57,4066.05,67,57.65,39,Low,0,0,0.54
45,Weekday,1,9.57,11.11,0,5,0,4.64,71.9,1.15,0,0.52,111.1,9.57,0,3.36,-1.47,4.15,58.3,1,7.44,2602.78,56.52,59.02,39.97,Low,0,0,0
45,Weekend,0,3.89,5.68,3,2,0,7.78,61.5,1.42,0.75,0.5,1.83,4.64,0,0.22,4.1,-5.99,1.1,0,15.41,4555.1,66.79,64.3,43.7,Low,0,0,0
45,Weekend,0,4.08,6.32,0,2,1,7.32,63.2,1.51,0,0.48,63.2,5.08,0,0.68,3,-4.66,3.4,0,15.12,4600.96,42.58,65.04,44.22,Low,0,0,0.41
46,Weekday,1,7.18,8.8,2,3,1,9.34,79.7,1.21,0.27,0.41,4.19,8.68,0,-1.34,3.54,-5.21,0,0,10.95,4155.03,57.33,18.09,11.02,Low,0,0,0.72
46,Weekday,1,8.8,12.08,5,4,0,8.06,82.3,1.36,0.56,0.45,2.37,10.05,1,-0.06,-0.02,-0.01,0,0,9.25,3401.73,73.25,26,16.62,Low,0,0,0
46,Weekday,1,8.53,11.95,4,2,1,8.08,79.9,1.38,0.46,0.23,2.91,10.53,1,-0.08,-1.87,-0.17,0,0,9.26,3446.35,30.48,37.54,24.78,Low,0,0,0.85
46,Weekend,0,3.24,6.14,1,4,0,5.17,75.6,1.84,0.3,1.2,5.58,3.49,0,2.83,3.03,-1.62,14.15,0,22.63,5927.04,73.82,40.24,26.69,Low,0,0,0
46,Weekday,1,8.38,10.49,7,2,0,8.1,58.8,1.24,0.83,0.24,1.48,10.13,1,-0.1,-0.39,-1.66,0,0,6.93,2595.04,51.23,57,38.54,Low,0,0,0
46,Weekend,0,4.54,6.15,1,3,0,6.94,64.6,1.33,0.22,0.65,5.59,4.79,0,1.06,3.79,-4.26,5.3,0,13.92,4504.77,69.89,56.09,37.89,Low,0,0,0
46,Weekday,1,9.93,11.67,5,4,0,6.28,58.8,1.16,0.5,0.4,2.29,11.18,1,1.72,-1.39,2.25,31.1,0,5.86,1987.44,55.38,69.26,47.21,Low,0,0,0
46,Weekend,0,3,4.65,3,4,1,7.33,44.7,1.5,0.97,1.29,1.5,4.75,0,0.67,6.68,-6.35,3.35,0,14.42,3576,70.97,76.68,52.45,Medium,0,1,0.3
46,Weekday,1,7.1,8.68,5,2,0,8.1,45.8,1.21,0.69,0.28,1.7,8.35,1,-0.1,1.42,-3.47,0,0,6.36,2412.13,56.35,83.14,57.02,Medium,0,1,0
46,Weekend,0,3.83,5.52,0,4,0,7.11,46.6,1.4,0,1.02,55.2,3.83,0,0.89,5.59,-5.15,4.45,0,11.86,3470.15,86,82.17,56.34,Medium,0,1,0
47,Weekend,0,3,5.6,2,1,1,7.1,90.6,1.81,0.65,0.32,2.67,4.5,0,0.9,2.5,-5.05,4.5,0,29.23,7248,33.25,14.34,8.37,Low,0,0,0.3
47,Weekday,1,7.4,10.85,2,5,1,6.35,78.6,1.45,0.27,0.67,5.17,8.9,0,1.65,0.5,1.33,21.5,0,10.48,3982.4,58.03,25.11,15.99,Low,0,0,0.74
47,Weekday,1,7.52,9.91,1,3,0,7.78,74.5,1.3,0.13,0.39,9.01,7.77,0,0.22,0.87,-1.76,1.1,0,9.78,3715.07,64.27,30.62,19.88,Low,0,0,0
47,Weekend,0,3.72,6.05,0,5,0,7.28,81.1,1.58,0,1.31,60.5,3.72,0,0.72,6.23,-4.87,3.6,0,21.23,6098.72,99.72,27.19,17.46,Low,0,0,0
47,Weekend,0,3.8,7.73,0,3,0,5.17,88.8,1.98,0,0.77,77.3,3.8,0,2.83,0.44,-0.02,14.15,0,22.77,6630.4,59.58,25.59,16.33,Low,0,0,0
47,Weekend,0,5.39,9.35,0,5,1,5.66,84.5,1.7,0,0.91,93.5,6.39,0,2.34,1.31,0.86,20.3,0,15.39,5413.63,60.89,30.81,20.02,Low,0,0,0.54
47,Weekday,1,8.11,11.86,0,3,0,6.21,72.9,1.44,0,0.37,118.6,8.11,0,1.79,-2.65,2.54,34.4,0,8.88,3348.54,50.14,40.63,26.96,Low,0,0,0
47,Weekday,1,8.44,11.65,3,3,1,9.59,72.2,1.36,0.35,0.35,3.76,10.19,1,-1.59,0.94,-2.73,0,0,8.45,3157.55,54.16,47.35,31.71,Low,0,0,0.84
47,Weekend,0,3,6.85,0,1,1,5.54,61,2.21,0,0.32,68.5,4,0,2.46,-0.31,-1.46,12.3,1,19.68,4880,21.55,54.32,36.64,Low,0,0,0.3
47,Weekday,1,9.58,11.37,0,4,0,5.75,62.5,1.17,0,0.41,113.7,9.58,0,2.25,-1.62,2.74,38.7,1,6.46,2258.33,52.8,59.61,40.38,Low,0,0,0
48,Weekend,0,3,6.5,1,2,1,6.82,89.7,2.1,0.32,0.65,5.91,4.25,0,1.18,2.32,-3.73,5.9,0,28.94,7176,43.15,11.9,6.65,Low,0,0,0.3
48,Weekend,0,3.28,6.88,0,3,0,6.67,98.5,2.04,0,0.89,68.8,3.28,0,1.33,2.79,-3.12,6.65,0,29.14,7696.13,72.9,8.46,4.21,Low,0,0,0
48,Weekend,0,3,6.62,0,5,1,6.79,85.9,2.14,0,1.61,66.2,4,0,1.21,5.17,-3.57,6.05,0,27.71,6872,78.92,13.77,7.97,Low,0,0,0.3
48,Weekday,1,9.26,12.36,3,3,0,7.22,91.2,1.32,0.32,0.32,3.99,10.01,1,0.78,-2.14,1.53,19.2,0,9.74,3489.92,53.11,15.85,9.44,Low,0,0,0
48,Weekday,1,8.73,12,5,3,0,8.2,89.4,1.36,0.57,0.34,2.35,9.98,1,-0.2,-0.8,-0.3,0,0,10.12,3736.92,62.58,20.71,12.88,Low,0,0,0
48,Weekday,1,10.52,12.19,0,2,1,8.35,79.7,1.15,0,0.19,121.9,11.52,0,-0.35,-1.84,-0.33,0,0,7.5,2380.37,24.54,28.97,18.72,Low,0,0,1.05
48,Weekday,1,8.19,10.3,7,4,0,6.9,71.4,1.24,0.84,0.48,1.45,9.94,1,1.1,0.6,-0.05,5.5,0,8.61,3241.56,66.99,36.7,24.18,Low,0,0,0
48,Weekday,1,8.86,12.67,1,3,1,6.06,81.2,1.41,0.11,0.33,11.52,10.11,0,1.94,-3.61,3.58,45.5,0,9.06,3323.79,26.01,37.38,24.66,Low,0,0,0.89
48,Weekend,0,5.51,8.32,0,5,0,7.49,75.5,1.48,0,0.89,83.2,5.51,0,0.51,4.17,-2.91,2.55,0,13.46,4776.63,94.14,40.28,26.71,Low,0,0,0
48,Weekend,0,4.89,7.12,1,1,0,6.06,80.5,1.43,0.2,0.2,6.47,5.14,0,1.94,-0.06,-1.97,9.7,0,16.13,5425.7,37.89,39.88,26.43,Low,0,0,0
49,Weekday,1,11.13,14.85,4,3,0,6.33,88.7,1.32,0.36,0.27,3.62,12.13,1,1.67,-5.52,5.35,61.9,0,7.9,2288.46,38.96,17.44,10.56,Low,0,0,0
49,Weekday,1,7.76,9.59,0,2,0,5.74,88.3,1.22,0,0.25,95.9,7.76,0,2.26,-1.85,0.98,21.1,1,11.23,4261.95,36.01,20.17,12.49,Low,0,0,0
49,Weekend,0,4.15,7.91,1,2,0,7.08,89.7,1.86,0.24,0.47,7.19,4.4,0,0.92,1.17,-2.71,4.6,0,21.11,6488.3,60.5,20.5,12.73,Low,0,0,0
49,Weekend,0,5.54,7.5,3,4,0,8.78,82.1,1.33,0.53,0.71,2.42,6.29,0,-0.78,5.28,-5.67,0,0,14.56,5177.77,91.69,24.57,15.61,Low,0,0,0
49,Weekend,0,6.11,7.92,1,3,1,7.95,73.6,1.28,0.16,0.48,7.2,7.36,0,0.05,3.03,-4.01,0.25,0,11.85,4362.03,51.18,29.81,19.31,Low,0,0,0.61
49,Weekend,0,4.24,7.17,0,2,0,7.37,85.2,1.65,0,0.46,71.7,4.24,0,0.63,2.2,-3.88,3.15,0,19.63,6111.68,62.32,25.64,16.36,Low,0,0,0
49,Weekday,1,10.57,13.43,3,1,0,4.8,78.3,1.26,0.28,0.09,4.33,11.32,1,3.2,-7.63,6.23,78.3,1,7.34,2312.46,5.72,33.81,22.14,Low,0,0,0
49,Weekday,1,7.72,9.36,0,2,1,6.98,77.3,1.2,0,0.26,93.6,8.72,0,1.02,-0.38,-1.11,5.1,0,9.88,3751.63,25.47,37.05,24.43,Low,0,0,0.77
49,Weekday,1,8.52,11.4,2,4,0,6.89,72.8,1.32,0.23,0.46,5.43,9.02,0,1.11,-0.51,1.07,16.2,0,8.45,3144.96,65.6,41.84,27.82,Low,0,0,0
49,Weekend,0,4.41,8.09,0,2,0,7.88,72.5,1.79,0,0.44,80.9,4.41,0,0.12,1.79,-3.73,0.6,0,16.08,5118.5,65.46,42.5,28.28,Low,0,0,0
50,Weekday,1,9.82,13.4,1,2,0,7.53,92.6,1.35,0.1,0.2,12.18,10.07,0,0.47,-3.87,2.11,23.4,0,9.33,3197.79,41.19,14.68,8.61,Low,0,0,0
50,Weekend,0,4.31,7.02,2,4,1,8.51,88.5,1.59,0.45,0.91,3.34,5.81,0,-0.51,5.49,-5.75,0,0,20.07,6307.1,74.58,17.53,10.63,Low,0,0,0.43
50,Weekend,0,3,6.74,1,4,0,8.84,98.3,2.17,0.32,1.29,6.13,3.25,0,-0.84,6.1,-6.52,0,0,31.71,7864,100,13,7.42,Low,0,0,0
50,Weekday,1,8.76,12.01,1,5,1,7.72,91.1,1.36,0.11,0.56,10.92,10.01,0,0.28,0.71,0.43,5.7,0,10.28,3789.76,62.86,19.65,12.13,Low,0,0,0.88
50,Weekday,1,9.02,12.44,2,4,1,6.14,81.8,1.36,0.22,0.44,5.92,10.52,0,1.86,-2.3,3.23,41.6,0,8.97,3261.09,37.97,28.38,18.3,Low,0,0,0.9
50,Weekday,1,7.27,9.11,3,4,1,4.94,77.1,1.24,0.41,0.54,2.94,9.02,1,3.06,-0.17,1.7,32.3,1,10.46,3973.22,35.97,34.51,22.63,Low,0,0,0.73
50,Weekend,0,4.9,6.41,2,4,0,6.29,79.1,1.28,0.4,0.8,3.05,5.4,0,1.71,3.88,-3.03,8.55,0,15.82,5326.07,75.57,34.9,22.91,Low,0,0,0
50,Weekday,1,6.86,9.73,2,2,0,8.16,77.4,1.4,0.29,0.29,4.63,7.36,0,-0.16,0.43,-2.51,0,0,11.12,4200.24,57.76,38.11,25.18,Low,0,0,0
50,Weekend,0,4.43,7.42,2,5,1,8.2,75.2,1.64,0.44,1.1,3.53,5.93,0,-0.2,5.78,-4.88,0,0,16.6,5299.09,83.78,40.22,26.67,Low,0,0,0.44
50,Weekday,1,6.44,9.74,2,5,1,5.87,71.3,1.49,0.31,0.76,4.64,7.94,0,2.13,1.13,0.94,20,0,10.9,4068.85,58.26,45.03,30.07,Low,0,0,0.64
51,Weekday,1,8.33,10.41,2,3,1,7.49,87.4,1.23,0.24,0.36,4.96,9.83,0,0.51,0.08,-0.82,2.55,0,10.37,3886.39,38.86,14.95,8.8,Low,0,0,0.83
51,Weekday,1,10.98,12.49,9,3,0,5.28,80.2,1.13,0.81,0.27,1.37,13.23,1,2.72,-4.21,4.57,59.3,1,7.24,2149.36,31.68,26.37,16.88,Low,0,0,0
51,Weekend,0,6.69,9.64,0,5,0,6.94,79.8,1.42,0,0.74,96.4,6.69,0,1.06,2.3,-0.77,5.3,0,11.75,4420.92,85.29,28.29,18.24,Low,0,0,0
51,Weekday,1,9.42,11.77,3,3,1,7.81,83.3,1.24,0.32,0.32,3.8,11.17,1,0.19,-0.96,0.05,1.5,0,8.75,3098.76,36.89,32.55,21.25,Low,0,0,0.94
51,Weekday,1,9.61,11.19,4,4,1,6.51,75.1,1.15,0.41,0.41,2.73,11.61,1,1.49,-0.68,1.42,21.7,0,7.73,2698.59,38.38,41.99,27.92,Low,0,0,0.96
51,Weekend,0,4.6,7.11,3,3,0,5.76,71.5,1.51,0.64,0.64,2.29,5.35,0,2.24,1.65,-1.53,11.2,0,15.21,4957.33,60.8,45.56,30.45,Low,0,0,0
51,Weekend,0,4.42,7.69,1,1,0,7.46,75.1,1.7,0.22,0.22,6.99,4.67,0,0.54,0.77,-3.5,2.7,0,16.62,5297.05,50.27,45.44,30.36,Low,0,0,0
51,Weekday,1,9.37,12.93,5,5,0,8,57.4,1.37,0.53,0.53,2.54,10.62,1,0,0.07,0.93,9.3,0,6.06,2154.41,82.52,57.66,39,Low,0,0,0
51,Weekend,0,5.46,7.59,0,4,0,7.33,58.3,1.37,0,0.72,75.9,5.46,0,0.67,3.74,-3.41,3.35,0,10.49,3707.88,81.13,58.12,39.33,Low,0,0,0
51,Weekday,1,7.23,10.57,3,5,0,8.94,65.1,1.44,0.41,0.68,3.41,7.98,1,-0.94,3.37,-2.84,0,0,8.88,3372.18,98.13,57.97,39.22,Low,0,0,0
52,Weekend,0,5.74,8.82,0,5,0,7.9,96,1.51,0,0.86,88.2,5.74,0,0.1,4.08,-3.03,0.5,0,16.44,5926.4,96.29,8.94,4.55,Low,0,0,0
52,Weekend,0,3.19,4.78,2,2,0,6.72,93.8,1.45,0.61,0.61,2.28,3.69,0,1.28,3.94,-5.3,6.4,0,28.51,7385.19,61.64,10.75,5.83,Low,0,0,0
52,Weekend,0,4.58,7.74,1,2,0,6.67,83.1,1.65,0.21,0.43,7.04,4.83,0,1.33,0.93,-2.26,6.65,0,17.76,5772.68,55.71,17.83,10.84,Low,0,0,0
52,Weekday,1,11.88,15.7,2,2,1,6.27,74.3,1.31,0.17,0.17,7.48,13.38,0,1.73,-7.43,6.3,71.6,0,6.2,1545.44,3.5,36.68,24.17,Low,0,0,1.19
52,Weekend,0,4.04,6.48,1,1,0,6.81,79.4,1.57,0.24,0.24,5.89,4.29,0,1.19,1.33,-3.73,5.95,0,19.18,5801.49,46.91,36.75,24.22,Low,0,0,0
52,Weekend,0,3.47,6.14,0,5,0,7.87,87.5,1.72,0,1.4,61.4,3.47,0,0.13,6.73,-5.66,0.65,0,24.51,6725.83,100,31.89,20.78,Low,0,0,0
52,Weekday,1,8.41,11.46,3,1,0,5.23,66.6,1.35,0.35,0.12,3.7,9.16,1,2.77,-5.23,3.62,50,1,7.83,2925.96,17.58,50.7,34.08,Low,0,0,0
52,Weekend,0,4.13,7.28,0,1,0,8.75,63,1.72,0,0.24,72.8,4.13,0,-0.75,2.47,-5.84,0,0,14.89,4565.4,61.1,52.78,35.55,Low,0,0,0
52,Weekend,0,4.42,7.17,0,2,0,7.09,70,1.59,0,0.44,71.7,4.42,0,0.91,1.92,-3.46,4.55,0,15.49,4937.33,59.5,51.43,34.6,Low,0,0,0
52,Weekday,1,10.05,13.6,3,3,0,8.06,61.1,1.34,0.3,0.3,4.39,10.8,1,-0.06,-2.54,1.51,14.8,0,6.02,2016.3,56.25,65.12,44.28,Low,0,0,0
53,Weekday,1,9.2,10.73,2,5,0,5.57,87.6,1.15,0.22,0.54,5.11,9.7,0,2.43,-0.16,2.38,35.9,1,9.42,3387.2,64.98,17.89,10.88,Low,0,0,0
53,Weekend,0,3.44,7.15,4,2,1,7.34,89,2.02,1.13,0.56,1.74,5.44,0,0.66,2.19,-3.86,3.3,0,25.14,6858.93,45.29,19.81,12.24,Low,0,0,0.34
53,Weekday,1,8.51,11.45,2,2,0,7.01,93.3,1.33,0.23,0.23,5.45,9.01,0,0.99,-2.44,0.93,14.3,0,10.84,4036.78,42.53,22.38,14.06,Low,0,0,0
53,Weekend,0,4.54,6.6,0,1,0,6.98,81.4,1.42,0,0.22,66,4.54,0,1.02,1.38,-3.87,5.1,0,17.54,5676.29,46.19,28.1,18.1,Low,0,0,0
53,Weekday,1,7.69,9.55,3,5,0,4.65,74.7,1.23,0.39,0.64,3.08,8.44,1,3.35,0.1,2.58,42.5,0,9.59,3640.38,64.11,34.72,22.78,Low,0,0,0
53,Weekend,0,5.39,7.93,1,5,0,6.55,79.3,1.44,0.18,0.91,7.21,5.64,0,1.45,3.62,-1.89,7.25,0,14.44,5080.49,87.56,34.07,22.32,Low,0,0,0
53,Weekend,0,5.53,8.67,0,1,1,6.88,69.4,1.54,0,0.18,86.7,6.53,0,1.12,-0.79,-1.65,5.6,0,12.33,4381.45,21.48,40.84,27.11,Low,0,0,0.55
53,Weekend,0,5.99,8.84,0,1,0,9.86,73.4,1.45,0,0.16,88.4,5.99,0,-1.86,2.02,-5.95,0,0,12.05,4408.89,61.99,40.38,26.79,Low,0,0,0
53,Weekday,1,8.68,10.58,4,5,1,8.94,61.6,1.21,0.46,0.57,2.58,10.68,1,-0.94,3.36,-2.83,0,0,7.02,2595.41,72.33,49.53,33.26,Low,0,0,0.87
53,Weekend,0,3.4,6.13,2,2,0,7.18,74.8,1.75,0.57,0.57,2.92,3.9,0,0.82,3.05,-4.64,4.1,0,21.37,5784.53,64.25,44.98,30.04,Low,0,0,0
54,Weekday,1,8.3,10.26,3,4,0,6.69,82.2,1.22,0.36,0.48,3.31,9.05,1,1.31,0.43,0.22,8.8,0,9.79,3671.6,64.98,20.88,13,Low,0,0,0
54,Weekday,1,6.97,8.75,3,3,1,10.21,88.6,1.24,0.42,0.42,2.82,8.72,1,-2.21,4.46,-6.57,0,0,12.53,4743.05,64.7,23.95,15.17,Low,0,0,0.7
54,Weekday,1,10.61,12.96,4,3,1,6.88,66.1,1.21,0.37,0.28,3.16,12.61,1,1.12,-3.08,2.64,32,0,6.17,1934.53,25.16,46.42,31.06,Low,0,0,1.06
54,Weekend,0,4.34,7.13,1,4,1,6.49,65.2,1.61,0.23,0.9,6.48,5.59,0,1.51,3.36,-2.6,7.55,0,14.68,4633.55,59.32,50.07,33.64,Low,0,0,0.43
